lemma	pos	alternation	flags	surface	krdict_ids	stdict_ids	opendict_ids	status
들이좋다	VA	Regular				415978:415978001	345812:1	regular-control
들이지르다	VV	ReuDoubleL				95663:95663001	2005:1|39364:1|64010:1	review
들이찌르다	VV	ReuDoubleL				415980:415980001|95668:95668001	456004:1|529433:1	review
들이찧다	VV	Regular				95722:95722001	135716:1	regular-control
들이퍼붓다	VV	DropS				95120:95120001	330979:1|335052:1	review
듬직스럽다	VA	BToWo				517201:517201001	598793:1	productive-duplicate
따갑다	VA	BToWo			54462	416385:416385001	136577:1|30343:1|61422:1	promoted
따라잡다	VV	Regular			49668	96283:96283001	566120:1	regular-control
따르다	VV	Regular	EU_DROP		62077|64547	416758:416758001|96152:96152001	134564:1|30380:1|31056:1|61424:1|68660:1|70913:1	regular-control
따사롭다	VA	BToWo			49679	416645:416645001	134947:1	productive-duplicate
따습다	VA	BToWo			49680	95856:95856001	492839:1	promoted
따잡다	VV	Regular				97698:97698001	135142:1	regular-control
딱장받다	VV	Regular				418070:418070001	135984:1	regular-control
땋다	VV	Regular			50359	416558:416558001	367591:1|371755:1	regular-control
때려잡다	VV	Regular			50379	418502:418502001	2199:1|39521:1	regular-control
때오르다	VV	ReuDoubleL				416399:416399001	404065:1|408201:1	review
땡그랗다	VA	DropH				96021:96021001	139463:1	review
땡그랗다	VV	DropH			601541			review
땡잡다	VV	Regular				92620:92620001	139665:1	regular-control
떠다박지르다	VV	ReuDoubleL				418674:418674001	140066:1	review
떠박지르다	VV	ReuDoubleL				418569:418569001	137608:1	review
떠받다	VV	Regular			53787	418746:418746001|97926:97926001	137611:1|493120:1	regular-control
떠싣다	VV	DToL				416826:416826001|99463:99463001	137808:1|137809:1	review
떠오르다	VV	ReuDoubleL			53785	98731:98731001	137813:1|30421:1|61474:1|68702:1	promoted
떨쳐입다	VV	Regular				99731:99731001	493417:1	regular-control
떳떳스럽다	VA	BToWo				96704:96704001	140737:1	productive-duplicate
떼집다	VV	Regular				98100:98100001	138907:1	regular-control
똑바르다	VA	ReuDoubleL			53089	418468:418468001	2154:1|39469:1	promoted
똥그랗다	VA	DropH			53106	96937:96937001	140751:1	promoted
뚝별스럽다	VA	BToWo				96809:96809001	493369:1	productive-duplicate
뛰어오르다	VV	ReuDoubleL			15220	419153:419153001	39288:1|64415:1|748:1	promoted
뜨겁다	VA	BToWo			66027	98047:98047001	2251:1|38760:1|64313:1|69930:1	promoted
뜨겁디뜨겁다	VA	BToWo					924815:1	review
뜨습다	VA	BToWo				98867:98867001	382671:1	review
뜯다	VV	Regular			14460	414673:414673001	140122:1|30426:1|61512:1|68704:1|70915:1|71953:1|72428:1|72867:1|72945:1	regular-control
띠껍다	VA	BToWo					1390586:1	review
마렵다	VA	BToWo			51549	108126:108126001	145757:1	promoted
마르다	VV	ReuDoubleL			51745|64677	106233:106233001|418802:418802001	146410:1|153:1|39592:1|64640:1|70052:1|71267:1|72540:1	promoted
마무르다	VV	ReuDoubleL				418838:418838001	102:1|40266:1	review
마음잡다	VV	Regular			54339	422605:422605001	146839:1	regular-control
마장스럽다	VA	BToWo				108807:108807001	145170:1	productive-duplicate
막거르다	VV	ReuDoubleL				420581:420581001	383472:1	review
막놓다	VV	Regular				109411:109411001	147065:1	regular-control
막장스럽다	VA	BToWo					1098027:1	productive-duplicate
막지르다	VV	ReuDoubleL				109151:109151001|109152:109152001	145830:1|146041:1	review
만족스럽다	VA	BToWo			15837	109637:109637001	347148:1	productive-duplicate
말갛다	VA	DropH			53072	426666:426666001	515141:1|518908:1|521586:1|522260:1	promoted
말쌀스럽다	VA	BToWo				423079:423079001	567405:1	productive-duplicate
말썽스럽다	VA	BToWo				111328:111328001	145906:1	productive-duplicate
말씹다	VV	Regular				110983:110983001	1180:1|40176:1	regular-control
맘잡다	VV	Regular				510900:510900001	590673:1	regular-control
맛깔스럽다	VA	BToWo			51586	423694:423694001	441427:1|445288:1	productive-duplicate
맛다르다	VA	ReuDoubleL				112394:112394001	145919:1	review
맛바르다	VA	ReuDoubleL				112044:112044001	494046:1	review
맛스럽다	VA	BToWo				420353:420353001	420151:1	productive-duplicate
망그지르다	VV	ReuDoubleL				111218:111218001	383573:1	review
망령스럽다	VA	BToWo				110226:110226001	383287:1	productive-duplicate
망상스럽다	VA	BToWo				111503:111503001	145924:1	productive-duplicate
망신스럽다	VA	BToWo			51652	420334:420334001	346997:1	productive-duplicate
망연스럽다	VA	BToWo				111965:111965001	39650:1|5927:1	productive-duplicate
망측스럽다	VA	BToWo			601588	419944:419944001	493916:1	productive-duplicate
망패롭다	VA	BToWo				113540:113540001	456997:1	productive-duplicate
맞겯다	VV	DToL				420724:420724001	493975:1	review
맞놓다	VV	Regular				420542:420542001	1176:1|40172:1	regular-control
맞닿다	VV	Regular			57495	112711:112711001	145942:1	regular-control
맞뒤집다	VV	Regular				420424:420424001	346999:1	regular-control
맞받다	VV	Regular			57507	420566:420566001	146976:1|30557:1|62612:1	regular-control
맞붙잡다	VV	Regular				111972:111972001	347105:1	regular-control
맞잇다	VV	DropS				423686:423686001	144681:1	review
맞잡다	VV	Regular			57178	423688:423688001	40180:1|5678:1	regular-control
맞접다	VV	Regular				111362:111362001	144894:1	regular-control
맞찌르다	VV	ReuDoubleL				111417:111417001	144902:1	review
맞찧다	VV	Regular				420704:420704001	420011:1	regular-control
매고르다	VA	ReuDoubleL				111519:111519001	146165:1	review
매끄럽다	VA	BToWo			57475	420339:420339001	1841616:1|478428:1|482303:1|484844:1	promoted
매듭짓다	VV	DropS			55564	112536:112536001	39994:1|6280:1	promoted
매련스럽다	VA	BToWo				420691:420691001	144694:1	productive-duplicate
매몰스럽다	VA	BToWo				427630:427630001	567749:1	productive-duplicate
매섭다	VA	BToWo			55600	420510:420510001	40182:1|5680:1|63961:1	promoted
매스껍다	VA	BToWo			55609	112813:112813001	515098:1|518953:1	promoted
매욱스럽다	VA	BToWo				420698:420698001	494278:1	productive-duplicate
매정스럽다	VA	BToWo				112739:112739001	567839:1	productive-duplicate
맨망스럽다	VA	BToWo				420595:420595001	347484:1	productive-duplicate
맵다	VA	BToWo			74131	421260:421260001	368079:1|371806:1|374447:1|375121:1|375238:1	promoted
맵디맵다	VA	BToWo			55111	113971:113971001	457340:1	promoted
맵살스럽다	VA	BToWo				113973:113973001	383632:1	productive-duplicate
맵시롭다	VA	BToWo				114247:114247001	148166:1	productive-duplicate
맹랑스럽다	VA	BToWo				112806:112806001	551852:1|555592:1|558247:1	productive-duplicate
맹물스럽다	VA	BToWo				113366:113366001	567848:1	productive-duplicate
먈갛다	VA	DropH				114346:114346001	148384:1	review
머다랗다	VA	DropH				114484:114484001	530912:1	review
머무르다	VV	ReuDoubleL			62324	424856:424856001	39990:1|6276:1	promoted
머줍다	VA	Regular				114697:114697001	148409:1	regular-control
먹놓다	VV	Regular				427986:427986001	567815:1	regular-control
먹음직스럽다	VA	BToWo			54816	113297:113297001	150170:1	productive-duplicate
멀겋다	VA	DropH			54852			review
멋모르다	VV	ReuDoubleL			54985	421521:421521001	150858:1	promoted
멋스럽다	VA	BToWo			54986	115109:115109001	151048:1	productive-duplicate
멍청스럽다	VA	BToWo				115379:115379001	494288:1	productive-duplicate
메롱스럽다	VA	BToWo					1373575:1	productive-duplicate
메마르다	VA	ReuDoubleL			55809	421508:421508001	515122:1|518883:1|521599:1|522263:1|522373:1	promoted
메스껍다	VA	BToWo			55807	424505:424505001	39672:1|6088:1	promoted
멧집짓다	VV	DropS				115348:115348001	150456:1	review
멱찌르다	VV	ReuDoubleL				116464:116464001	148013:1	review
면괴스럽다	VA	BToWo				116533:116533001	383664:1	productive-duplicate
면구스럽다	VA	BToWo			55694	117001:117001001	148468:1	productive-duplicate
면난스럽다	VA	BToWo				116889:116889001	420446:1	productive-duplicate
면바르다	VA	ReuDoubleL				115271:115271001	567859:1	review
명랑스럽다	VA	BToWo				421688:421688001	494378:1	productive-duplicate
명미롭다	VA	BToWo				116005:116005001	150041:1	productive-duplicate
명예롭다	VA	BToWo			55354	115869:115869001	148733:1	productive-duplicate
명예스럽다	VA	BToWo			55350	115739:115739001	148940:1	productive-duplicate
모르다	VV	ReuDoubleL			29712	422197:422197001	152239:1|29908:1|30588:1|60856:1|62616:1|68763:1|70976:1|72433:1	core-duplicate
모멸스럽다	VA	BToWo				425665:425665001	153577:1	productive-duplicate
모지락스럽다	VA	BToWo				425403:425403001	154050:1	productive-duplicate
모집다	VV	Regular				425747:425747001	41036:1|5812:1	regular-control
목마르다	VA	ReuDoubleL			55860	425912:425912001	551376:1	promoted
목마르다	VV	ReuDoubleL			90168	425912:425912002	152498:1	promoted
목잡다	VV	Regular				118387:118387001	384311:1	regular-control
몰강스럽다	VA	BToWo				428214:428214001	457786:1	productive-duplicate
몰골사납다	VA	BToWo				119232:119232001	152531:1	review
몰골스럽다	VA	BToWo				425830:425830001	152532:1	productive-duplicate
몰아넣다	VV	Regular			57454	423050:423050001	40814:1|5605:1	regular-control
몰풍스럽다	VA	BToWo				428614:428614001	151686:1	productive-duplicate
몸져눕다	VV	BToWo			54752	425926:425926001	152778:1	promoted
몽짜스럽다	VA	BToWo				120802:120802001	153257:1	productive-duplicate
무겁다	VA	BToWo			58159	423428:423428001	40632:1|590320:1|6214:1|64335:1|70230:1|72467:1|72585:1|72778:1|73033:1|73071:1	core-duplicate
무겁디무겁다	VA	BToWo				120585:120585001	154607:1	review
무난스럽다	VA	BToWo				119539:119539001	404494:1|408477:1	productive-duplicate
무덥다	VA	BToWo			15322	426410:426410001	568342:1	promoted
무뜯다	VV	Regular				117958:117958001	154653:1	regular-control
무럽다	VA	BToWo				121378:121378001	151752:1	review
무르다	VA	ReuDoubleL			55297	121874:121874001	515120:1|519079:1|590082:1|600081:1	promoted
무르다	VV	ReuDoubleL			55295|55296	122518:122518001|424047:424047001	152620:1|29949:1|384059:1|60907:1	promoted
무르디무르다	VA	ReuDoubleL					1023165:1	review
무미스럽다	VA	BToWo				122325:122325001	40686:1|6260:1	productive-duplicate
무섭다	VA	BToWo			55637	424035:424035001	481152:1|484702:1|494719:1|494721:1	core-duplicate
무식스럽다	VA	BToWo				122431:122431001	552152:1|555640:1	productive-duplicate
무심스럽다	VA	BToWo				124013:124013001	154676:1	productive-duplicate
무안스럽다	VA	BToWo			55684	122301:122301001	151577:1	productive-duplicate
무엄스럽다	VA	BToWo				423791:423791001	152229:1	productive-duplicate
무작스럽다	VA	BToWo				424439:424439001	156611:1	productive-duplicate
무정스럽다	VA	BToWo				431242:431242001	458384:1	productive-duplicate
무지르다	VV	ReuDoubleL				124182:124182001|431625:431625001	156020:1|41007:1|5779:1|64379:1	review
무지막지스럽다	VA	BToWo				430301:430301001	41042:1|5824:1	productive-duplicate
무지스럽다	VA	BToWo			55156	124121:124121001	41046:1|5828:1	productive-duplicate
무찌르다	VV	ReuDoubleL			55166	122150:122150001	41102:1|5884:1	promoted
무참스럽다	VA	BToWo				122160:122160001|424242:424242001	348191:1|531809:1	productive-duplicate
문잡다	VV	Regular				125084:125084001	495099:1	regular-control
문지르다	VV	ReuDoubleL			56933	424752:424752001	568703:1	promoted
묻다	VV	DToL			69471	124951:124951001	552127:1|555698:1	core-duplicate
묻다	VV	Regular			15722|46165	424557:424557001|424772:424772001	370716:1|374135:1|374990:1|375215:1|40963:1|8891:1	core-duplicate
묻잡다	VV	BToWa				124445:124445001	157321:1	review
물경스럽다	VA	BToWo				125304:125304001	155245:1	productive-duplicate
물려받다	VV	Regular			56210	124488:124488001	155676:1	regular-control
물손받다	VV	Regular				424972:424972001	156530:1	regular-control
물어넣다	VV	Regular				126142:126142001|421727:421727001	157592:1|421466:1	regular-control
물어뜯다	VV	Regular			56115	126143:126143001	41115:1|64544:1|9027:1	regular-control
물어박지르다	VV	ReuDoubleL				428724:428724001	157780:1	review
물오르다	VV	ReuDoubleL			56116	424999:424999001	41121:1|9070:1	promoted
뭇다	VV	DropS				425340:425340001	156330:1|156331:1|30040:1|60957:1	review
뭉그지르다	VV	ReuDoubleL				129313:129313001	156754:1	review
미끄럽다	VA	BToWo			15757	425318:425318001	156787:1	promoted
미덥다	VA	BToWo			56245	126483:126483001	155327:1	promoted
미련스럽다	VA	BToWo			56279	425155:425155001	495258:1	productive-duplicate
미소롭다	VA	BToWo					1368133:1	productive-duplicate
미심스럽다	VA	BToWo				129105:129105001	568945:1	productive-duplicate
미안스럽다	VA	BToWo			56542	428299:428299001	421697:1	productive-duplicate
미욱스럽다	VA	BToWo				127058:127058001	160641:1	productive-duplicate
미타스럽다	VA	BToWo				127968:127968001	160657:1	productive-duplicate
민망스럽다	VA	BToWo			56348	431615:431615001	160666:1	productive-duplicate
민조스럽다	VA	BToWo				126641:126641001	160475:1	productive-duplicate
믿다	VV	Regular			69478	428840:428840001	407222:1|410675:1|411553:1|421722:1	core-duplicate
믿음성스럽다	VA	BToWo				126654:126654001	495585:1	productive-duplicate
믿음직스럽다	VA	BToWo			57408	126657:126657001	160081:1	productive-duplicate
밀쳐놓다	VV	Regular			56658	428338:428338001	385099:1	regular-control
밉광머리스럽다	VA	BToWo				126886:126886001	532087:1	productive-duplicate
밉광스럽다	VA	BToWo				127146:127146001	159336:1	productive-duplicate
밉다	VA	BToWo			56669	431596:431596001	40919:1|8904:1	promoted
밉디밉다	VA	BToWo				133153:133153001	159340:1	review
밉살머리스럽다	VA	BToWo				131322:131322001	495530:1	productive-duplicate
밉살스럽다	VA	BToWo			56671	131324:131324001	159346:1	productive-duplicate
밉상스럽다	VA	BToWo				131575:131575001	159523:1	productive-duplicate
바끄럽다	VA	BToWo				131098:131098001	441782:1|445527:1	review
바드럽다	VA	BToWo				429794:429794001	160337:1	review
바람직스럽다	VA	BToWo			56523	133351:133351001	158570:1	productive-duplicate
바로잡다	VV	Regular			15441	132806:132806001	441831:1|445385:1	regular-control
바르다	VA	ReuDoubleL			56537	132982:132982001	40534:1|63921:1|70322:1|9316:1	promoted
바르다	VV	ReuDoubleL			56539|62652	132981:132981001|426600:426600001	1380118:1|40533:1|407225:1|410676:1|421713:1|9280:1	promoted
바르집다	VV	Regular				426358:426358001	441835:1|445387:1|448071:1	regular-control
바보스럽다	VA	BToWo			57567	134735:134735001	458825:1	productive-duplicate
바수지르다	VV	ReuDoubleL				426239:426239001	158977:1	review
바잡다	VA	BToWo				132464:132464001	404810:1|408515:1	review
바지런스럽다	VA	BToWo				131281:131281001	160385:1	productive-duplicate
박정스럽다	VA	BToWo				131078:131078001	160213:1	productive-duplicate
박지르다	VV	ReuDoubleL				131291:131291001	421862:1	review
반갑다	VA	BToWo			70861	427373:427373001	160214:1	promoted
반드럽다	VA	BToWo				429598:429598001	331756:1|335345:1	review
반배부르다	VA	ReuDoubleL				131864:131864001	164184:1	review
반지랍다	VA	BToWo				133593:133593001	569304:1|590580:1	review
반지빠르다	VA	ReuDoubleL				431230:431230001	367480:1|371948:1|374563:1|375082:1	review
반짓다	VV	DropS				130620:130620001	162961:1	review
반편스럽다	VA	BToWo				132868:132868001	41579:1|8881:1	productive-duplicate
받다	VV	Regular			61478|66636	131134:131134001|427342:427342001	481117:1|481155:1|481245:1|484621:1|484708:1|484723:1|485380:1|485402:1|485415:1|485625:1|485693:1|485724:1|485745:1|485783:1|485800:1|485828:1|485830:1|485846:1|485851:1|485860:1|495927:1|514627:1|519144:1	regular-control
받잡다	VV	BToWa			56543	132002:132002001	163182:1	promoted
발가벗다	VV	Regular			56564	430851:430851001	514617:1|519084:1|521742:1|522214:1	regular-control
발갛다	VA	DropH			56567	427140:427140001	532665:1	promoted
발만스럽다	VA	BToWo				427105:427105001	161734:1	productive-duplicate
발악스럽다	VA	BToWo				427505:427505001	421968:1|590777:1	productive-duplicate
발칙스럽다	VA	BToWo				135687:135687001	532370:1	productive-duplicate
방분스럽다	VA	BToWo				427988:427988001	532617:1	productive-duplicate
방자스럽다	VA	BToWo				432546:432546001	385113:1	productive-duplicate
방정스럽다	VA	BToWo				429725:429725001	367486:1|371965:1	productive-duplicate
배다르다	VA	ReuDoubleL			58789			review
배부르다	VA	ReuDoubleL			58913	429911:429911001	10351:1|42087:1|65404:1|69699:1	promoted
배좁다	VA	Regular				141184:141184001	165919:1	regular-control
밴덕스럽다	VA	BToWo				431123:431123001	166209:1	productive-duplicate
뱐덕스럽다	VA	BToWo				139443:139443001	164906:1	productive-duplicate
버겁다	VA	BToWo			58772	430261:430261001	165347:1	promoted
버르집다	VV	Regular				429657:429657001	10420:1|41219:1|64682:1	regular-control
버림받다	VV	Regular			58345	142850:142850001	385551:1	regular-control
벅차오르다	VV	ReuDoubleL			58357	140522:140522001	385533:1	promoted
번갈아듣다	VV	DToL				146388:146388001	165374:1	review
번거롭다	VA	BToWo			14499	140459:140459001	165578:1|30264:1|61937:1	productive-duplicate
번뇌스럽다	VA	BToWo				141360:141360001	165816:1	productive-duplicate
번다스럽다	VA	BToWo			58360	143139:143139001	166035:1	productive-duplicate
번드럽다	VA	BToWo				146414:146414001	11057:1|42756:1	review
번잡스럽다	VA	BToWo			59212	433483:433483001	164949:1	productive-duplicate
번지럽다	VA	BToWo				139815:139815001	165586:1	review
번폐스럽다	VA	BToWo				139978:139978001	532868:1	productive-duplicate
번화롭다	VA	BToWo				431511:431511001	532898:1	productive-duplicate
번화스럽다	VA	BToWo				431512:431512001	10839:1|42563:1	productive-duplicate
벋놓다	VV	Regular				431316:431316001	368593:1|372084:1	regular-control
벋다	VA	Regular				138744:138744001	459368:1	regular-control
벋다	VV	Regular			59112	431317:431317001	331957:1|335410:1|337812:1|338354:1|338547:1	regular-control
벋지르다	VV	ReuDoubleL				432327:432327001	10894:1|42632:1	review
벋쳐오르다	VV	ReuDoubleL				139648:139648001	459386:1	review
벌거벗다	VV	Regular			59089	146400:146400001	405083:1|408631:1|411109:1|411666:1	regular-control
벌겋다	VA	DropH			59091			review
범상스럽다	VA	BToWo				433492:433492001	165627:1	productive-duplicate
범연스럽다	VA	BToWo				141578:141578001	166467:1	productive-duplicate
벗다	VV	Regular			58494	428970:428970001	444181:1|444241:1|447816:1|447914:1|448619:1|448662:1|448873:1|448977:1|449035:1|449078:1|449090:1|449119:1	core-duplicate
벼르다	VV	ReuDoubleL			58837	142290:142290001|434448:434448001	459808:1|459809:1	promoted
변괴스럽다	VA	BToWo				145432:145432001	10853:1	productive-duplicate
변덕스럽다	VA	BToWo			58248	151233:151233001	171330:1	productive-duplicate
