lemma	pos	alternation	flags	surface	krdict_ids	stdict_ids	opendict_ids	status
싸잡다	VV	Regular				454638:454638001	47251:1	regular-control
싸지르다	VV	ReuDoubleL			66057|66059|66061	214775:214775001|214776:214776001|454640:454640001	215558:1|501679:1|501680:1	promoted
쌀쌀스럽다	VA	BToWo				211881:211881001	214049:1	productive-duplicate
쌍스럽다	VA	BToWo			66362	451251:451251001	215393:1	productive-duplicate
쌍심지오르다	VV	ReuDoubleL				454455:454455001	215577:1	review
쌓다	VV	Regular			62095	454511:454511001	214063:1|31089:1|61884:1|69012:1|71582:1	regular-control
쌔물스럽다	VA	BToWo					630118:1	productive-duplicate
써넣다	VV	Regular				214620:214620001	215590:1	regular-control
썰레놓다	VV	Regular				212438:212438001	464570:1	regular-control
쏘지르다	VV	ReuDoubleL				213634:213634001	575035:1	review
쏟다	VV	Regular			62333	455126:455126001	444176:1|447805:1|448544:1|464718:1|464719:1	regular-control
쏟아붓다	VV	DropS				516389:516389001	597721:1|597722:1|597723:1|597724:1|597725:1	core-duplicate
쑥스럽다	VA	BToWo			66519	453518:453518001	214101:1	productive-duplicate
쓸까스르다	VV	ReuDoubleL				211279:211279001	354708:1	review
씨받다	VV	Regular				454304:454304001	15879:1|47208:1	regular-control
씹다	VV	Regular			65972	455084:455084001	1368279:1|516185:1|519776:1|521832:1	regular-control
씻다	VV	Regular			17191	455247:455247001	16060:1|47366:1|66315:1|70384:1|71927:1	regular-control
아금박스럽다	VA	BToWo				214451:214451001	369054:1	productive-duplicate
아금받다	VA	Regular				214708:214708001	442511:1|446085:1	regular-control
아기자기스럽다	VA	BToWo				211749:211749001	479484:1|482957:1	productive-duplicate
아깝다	VA	BToWo			24398	454077:454077001	15507:1|46777:1|66359:1	promoted
아니꼽다	VA	BToWo			90527	453923:453923001	405602:1|409117:1	promoted
아니꼽살머리스럽다	VA	BToWo				207433:207433001	464793:1	productive-duplicate
아니꼽살스럽다	VA	BToWo				207434:207434001	215503:1	productive-duplicate
아담스럽다	VA	BToWo				213696:213696001	213217:1	productive-duplicate
아른스럽다	VA	BToWo				454401:454401001	405679:1|409201:1	productive-duplicate
아름답다	VA	BToWo			71290	454246:454246001	552994:1|556480:1	core-duplicate
아리땁다	VA	BToWo			66824	454643:454643001	538563:1	promoted
아망스럽다	VA	BToWo				455364:455364001	16797:1	productive-duplicate
아무렇다	VA	DropH			71337	218554:218554001	369074:1	promoted
아쉽다	VA	BToWo			14687	222054:222054001	332516:1|335842:1	core-duplicate
아양스럽다	VA	BToWo				456602:456602001	217326:1	productive-duplicate
아우르다	VV	ReuDoubleL			66887	456805:456805001	479621:1|483096:1	promoted
악독스럽다	VA	BToWo				217497:217497001	216407:1	productive-duplicate
악물스럽다	VA	BToWo				218889:218889001	538599:1	productive-duplicate
악스럽다	VA	BToWo				218748:218748001	16445:1|47725:1	productive-duplicate
악지스럽다	VA	BToWo				216372:216372001	218579:1	productive-duplicate
악착스럽다	VA	BToWo			66528	454974:454974001	218784:1	productive-duplicate
안달머리스럽다	VA	BToWo				215014:215014001	355041:1	productive-duplicate
안달스럽다	VA	BToWo				458091:458091001	428284:1	productive-duplicate
안받다	VV	Regular				218487:218487001	442582:1|446263:1	regular-control
안쓰럽다	VA	BToWo			66429	223290:223290001	16381:1|47610:1	promoted
안쫑잡다	VV	Regular				215737:215737001	16141:1|48144:1	regular-control
안추르다	VV	ReuDoubleL				217380:217380001	332496:1|335987:1	review
안타깝다	VA	BToWo			71499	457968:457968001	575462:1	promoted
알겯다	VV	DToL				218542:218542001	218283:1	review
알랑스럽다	VA	BToWo				216322:216322001	217489:1	productive-duplicate
알량스럽다	VA	BToWo				217103:217103001	501904:1	productive-duplicate
알아듣다	VV	DToL			66569	215286:215286001	16146:1|48149:1	promoted
앓아눕다	VV	BToWo			66646	221953:221953001	220943:1	promoted
암상스럽다	VA	BToWo				457045:457045001	220071:1	productive-duplicate
암울스럽다	VA	BToWo				517790:517790001	599658:1|599659:1	productive-duplicate
암지르다	VV	ReuDoubleL				457975:457975001	539202:1	review
암팡스럽다	VA	BToWo				227521:227521001	502094:1	productive-duplicate
앗다	VV	Regular				220494:220494001|457200:457200001	16107:1|219913:1|48067:1|65992:1	regular-control
앗아넣다	VV	Regular				218911:218911001	502170:1	regular-control
앙달머리스럽다	VA	BToWo				453646:453646001	221165:1	productive-duplicate
앙살스럽다	VA	BToWo				457954:457954001	221839:1	productive-duplicate
앙상스럽다	VA	BToWo				226667:226667001	16558:1|47784:1|65899:1	productive-duplicate
앙증스럽다	VA	BToWo				457198:457198001	219285:1	productive-duplicate
앙칼스럽다	VA	BToWo			66870	220799:220799001	16711:1|47913:1	productive-duplicate
앙큼스럽다	VA	BToWo				218638:218638001	355147:1	productive-duplicate
앙탈스럽다	VA	BToWo					629834:1|629835:1	productive-duplicate
앞넣다	VV	Regular				220970:220970001	220327:1	regular-control
앞지르다	VV	ReuDoubleL			66338	456734:456734001	30322:1|61944:1	promoted
애고롭다	VA	BToWo				220974:220974001	538921:1	productive-duplicate
애교스럽다	VA	BToWo			66383	458230:458230001	575620:1	productive-duplicate
애긋다	VA	Regular				222425:222425001	575676:1	regular-control
애바르다	VA	ReuDoubleL				219358:219358001	516340:1	review
애발스럽다	VA	BToWo				219607:219607001	575907:1	productive-duplicate
애살스럽다	VA	BToWo				223405:223405001	219321:1	productive-duplicate
애상스럽다	VA	BToWo				457346:457346001	502103:1	productive-duplicate
애연스럽다	VA	BToWo				222994:222994001	220589:1	productive-duplicate
애잔스럽다	VA	BToWo				225162:225162001	355354:1	productive-duplicate
애처롭다	VA	BToWo			601310	222813:222813001	219126:1	productive-duplicate
야경스럽다	VA	BToWo				222185:222185001	502412:1	productive-duplicate
야단스럽다	VA	BToWo			90310	458363:458363001	219981:1	productive-duplicate
야당스럽다	VA	BToWo				226591:226591001	16517:1|47638:1	productive-duplicate
야만스럽다	VA	BToWo			90041	458077:458077001	405691:1|409185:1	productive-duplicate
야멸스럽다	VA	BToWo				220075:220075001	539091:1	productive-duplicate
야박스럽다	VA	BToWo			90048	221324:221324001	391872:1	productive-duplicate
야발스럽다	VA	BToWo				221342:221342001	502352:1	productive-duplicate
야쁘장스럽다	VA	BToWo				221912:221912001	16778:1	productive-duplicate
야살스럽다	VA	BToWo				458013:458013001	465558:1	productive-duplicate
야속스럽다	VA	BToWo				458023:458023001	219164:1	productive-duplicate
야스럽다	VA	BToWo					665954:1	productive-duplicate
야심스럽다	VA	BToWo				226600:226600001	219989:1	productive-duplicate
야지랑스럽다	VA	BToWo				222482:222482001	221938:1	productive-duplicate
약략스럽다	VA	BToWo				219826:219826001	16779:1|47873:1	productive-duplicate
약빠르다	VA	ReuDoubleL				454719:454719001	221516:1	review
약삭빠르다	VA	ReuDoubleL			66981	220856:220856001	391903:1	promoted
약삭스럽다	VA	BToWo				220583:220583001	575888:1	productive-duplicate
약스럽다	VA	BToWo				226010:226010001	219179:1	productive-duplicate
얄따랗다	VA	DropH				457257:457257001	222183:1	review
얄망스럽다	VA	BToWo				223136:223136001	391988:1	productive-duplicate
얄밉다	VA	BToWo			14317	456449:456449001	222391:1	promoted
얄밉상스럽다	VA	BToWo				223721:223721001	355454:1	productive-duplicate
얄상스럽다	VA	BToWo				219220:219220001	502418:1	productive-duplicate
얄팍스럽다	VA	BToWo				226036:226036001	16782:1|47920:1	productive-duplicate
얌심스럽다	VA	BToWo				227197:227197001	219669:1	productive-duplicate
얌전스럽다	VA	BToWo				227201:227201001	219672:1	productive-duplicate
양광스럽다	VA	BToWo				220232:220232001	221311:1	productive-duplicate
양기롭다	VA	BToWo				458284:458284001	465565:1	productive-duplicate
양지바르다	VA	ReuDoubleL			67229	459977:459977001	225734:1	promoted
얕잡다	VV	Regular			67256	219784:219784001	576343:1	regular-control
얕푸르다	VA	Reo				219785:219785001	355854:1	review
어그솟다	VV	Regular				227963:227963001	539380:1	regular-control
어긋놓다	VV	Regular				222519:222519001	355669:1	regular-control
어둡다	VA	BToWo			89860	460327:460327001	30362:1|31026:1|61953:1|62394:1|68377:1|70423:1|72043:1|72531:1	promoted
어떻다	VA	DropH			70482	224332:224332001	224164:1	core-duplicate
어렵다	VA	BToWo			62232	461579:461579001	224930:1|30360:1|61951:1|68375:1|70422:1|72042:1|72530:1	promoted
어르다	VV	ReuDoubleL			70492	227075:227075001|460527:460527001	465631:1|516390:1|519940:1|521850:1	promoted
어른스럽다	VA	BToWo			70494	227930:227930001	502484:1	productive-duplicate
어리광스럽다	VA	BToWo				457533:457533001	223347:1	productive-duplicate
어림잡다	VV	Regular			70507	232089:232089001	355768:1	regular-control
어색스럽다	VA	BToWo				232114:232114001	355713:1	productive-duplicate
어우르다	VV	ReuDoubleL				460528:460528001	16911:1|48832:1|66322:1	review
어줍다	VA	Regular			67080	460773:460773001	17291:1|48412:1|65528:1	regular-control
어줍살스럽다	VA	BToWo				227144:227144001	224023:1	productive-duplicate
어지럽다	VA	BToWo			14588	458446:458446001	224398:1|31027:1|62395:1|69308:1|71708:1	promoted
어지르다	VV	ReuDoubleL			67097	458447:458447001	576165:1	promoted
어지빠르다	VA	ReuDoubleL				221966:221966001	224400:1	review
어험스럽다	VA	BToWo				231827:231827001	332576:1|336044:1	productive-duplicate
억누르다	VV	ReuDoubleL			67178	460154:460154001	553066:1|556607:1	promoted
억지스럽다	VA	BToWo			67199	226072:226072001	222759:1	productive-duplicate
억척스럽다	VA	BToWo			67202	460659:460659001	222978:1	productive-duplicate
언걸입다	VV	Regular				224063:224063001	223436:1	regular-control
언구럭스럽다	VA	BToWo				223741:223741001	465728:1	productive-duplicate
언도받다	VV	Regular					839988:1	regular-control
얻다	VV	Regular			73863	458308:458308001	554502:1|554609:1|558015:1|558091:1|558756:1|558894:1|558985:1|559180:1|576137:1	regular-control
얻어듣다	VV	DToL			67294	462145:462145001	224244:1	promoted
얼마르다	VV	ReuDoubleL				225858:225858001	224442:1	review
얼입다	VV	Regular				227881:227881001	428690:1	regular-control
엄살스럽다	VA	BToWo				225070:225070001	502735:1	productive-duplicate
엄전스럽다	VA	BToWo				230756:230756001	392344:1	productive-duplicate
엄청스럽다	VA	BToWo				460379:460379001	428747:1	productive-duplicate
엄펑스럽다	VA	BToWo				230002:230002001	223238:1	productive-duplicate
업다	VV	Regular			15184	462175:462175001	370747:1|374270:1|375038:1|375289:1|375324:1	regular-control
업수놓다	VV	Regular				459689:459689001	224276:1	regular-control
엇겯다	VV	DToL				228591:228591001	225275:1	review
엇눕다	VV	BToWo				460369:460369001	369238:1|372773:1	review
엇다	VA	Regular				227470:227470001	502797:1	regular-control
엇듣다	VV	DToL				228876:228876001	355492:1	review
엇잡다	VV	Regular				230626:230626001	226602:1	regular-control
엇지르다	VV	ReuDoubleL				224217:224217001	226608:1	review
엉뚱스럽다	VA	BToWo				228743:228743001	369295:1|372814:1	productive-duplicate
엉큼스럽다	VA	BToWo				228622:228622001	539873:1	productive-duplicate
엊빠르다	VA	ReuDoubleL				229152:229152001	228307:1	review
엎누르다	VV	ReuDoubleL				229154:229154001	17501:1|48590:1	review
엎어누르다	VV	ReuDoubleL				229989:229989001	17543:1|48676:1	review
엎지르다	VV	ReuDoubleL			67526	230320:230320001	429367:1	promoted
에굽다	VA	Regular				220213:220213001	229210:1	regular-control
에너르다	VA	ReuDoubleL				455947:455947001	225941:1	review
에두르다	VV	ReuDoubleL				461279:461279001	405723:1|409276:1	review
여겨듣다	VV	DToL				229198:229198001	227509:1	review
여닫다	VV	Regular			70997	232481:232481001	539971:1	regular-control
여상스럽다	VA	BToWo				231641:231641001	502861:1	productive-duplicate
여성스럽다	VA	BToWo				515985:515985001	597203:1	productive-duplicate
여유롭다	VA	BToWo			67788	226677:226677001	229058:1	productive-duplicate
여쭙다	VV	BToWo			70666	231891:231891001	17120:1|48906:1	promoted
역겹다	VA	BToWo			70725	229343:229343001	355906:1	promoted
역빠르다	VA	ReuDoubleL				230119:230119001	539923:1	review
역정스럽다	VA	BToWo				458487:458487001	228197:1	productive-duplicate
연노랗다	VA	DropH				228468:228468001	226544:1	review
연닿다	VV	Regular				228982:228982001	226780:1	regular-control
연민스럽다	VA	BToWo				236053:236053001	226999:1	productive-duplicate
연잇다	VV	DropS			67742			review
연푸르다	VA	Reo				237169:237169001	232412:1	review
열따랗다	VA	DropH				236687:236687001	230110:1	review
열받다	VV	Regular				534328:534328001	617495:1	regular-control
열성스럽다	VA	BToWo				237459:237459001	232686:1	productive-duplicate
열심스럽다	VA	BToWo				229036:229036001	229692:1	productive-duplicate
엷파랗다	VA	DropH				235472:235472001	230364:1	review
엷푸르다	VA	Reo				235473:235473001	540108:1	review
염려스럽다	VA	BToWo			67618	466534:466534001	231798:1	productive-duplicate
엽렵스럽다	VA	BToWo				234266:234266001	232281:1	productive-duplicate
엿듣다	VV	DToL			67666	237785:237785001	576814:1	promoted
영걸스럽다	VA	BToWo				232667:232667001	466563:1	productive-duplicate
영검스럽다	VA	BToWo				462766:462766001	231135:1	productive-duplicate
영광스럽다	VA	BToWo			67673	460299:460299001	231825:1	productive-duplicate
영기롭다	VA	BToWo				237529:237529001	429479:1	productive-duplicate
영매스럽다	VA	BToWo				463670:463670001	393057:1	productive-duplicate
영맹스럽다	VA	BToWo				236313:236313001	503489:1	productive-duplicate
영물스럽다	VA	BToWo				512809:512809001	593120:1	productive-duplicate
영악스럽다	VA	BToWo			68409	462773:462773001	232313:1	productive-duplicate
영예롭다	VA	BToWo			68422	233458:233458001	230710:1	productive-duplicate
영예스럽다	VA	BToWo				233461:233461001	230713:1	productive-duplicate
영절스럽다	VA	BToWo				462550:462550001	540342:1	productive-duplicate
영향받다	VV	Regular					1545261:1	regular-control
영화롭다	VA	BToWo				460824:460824001	232107:1	productive-duplicate
영화스럽다	VA	BToWo				462552:462552001	232334:1	productive-duplicate
옅푸르다	VA	Reo				516401:516401001	597738:1	review
옆찌르다	VV	ReuDoubleL				236951:236951001	229822:1	review
예굽다	VA	Regular				234110:234110001	230743:1	regular-control
예답다	VA	BToWo				460458:460458001	231447:1	productive-duplicate
예모답다	VA	BToWo				236489:236489001	503475:1	productive-duplicate
예바르다	VA	ReuDoubleL				239217:239217001	577054:1	review
예쁘장스럽다	VA	BToWo				238525:238525001	230263:1	productive-duplicate
예사롭다	VA	BToWo			71151	243334:243334001	17797:1|48621:1	productive-duplicate
예사스럽다	VA	BToWo				243335:243335001	17853:1|48662:1	productive-duplicate
예스럽다	VA	BToWo			70578	240172:240172001	232367:1	productive-duplicate
예의롭다	VA	BToWo				238232:238232001	229636:1	productive-duplicate
예지롭다	VA	BToWo				246016:246016001	466520:1	productive-duplicate
오감스럽다	VA	BToWo				238248:238248001	229863:1	productive-duplicate
오도깝스럽다	VA	BToWo				245156:245156001	234300:1	productive-duplicate
오돌막스럽다	VA	BToWo				465709:465709001	503758:1	productive-duplicate
오르다	VV	ReuDoubleL			69518	461262:461262001	370809:1|370848:1|374276:1|374291:1|375039:1|375073:1|375290:1|375301:1|375325:1|375334:1|375336:1|375340:1|375393:1|375415:1|375422:1|375430:1|375432:1|393326:1	core-duplicate
오만스럽다	VA	BToWo			68171	461858:461858001	234327:1	productive-duplicate
오망스럽다	VA	BToWo				242194:242194001	234331:1	productive-duplicate
오묘스럽다	VA	BToWo				244742:244742001	235381:1	productive-duplicate
옥지르다	VV	ReuDoubleL				461994:461994001	540416:1	review
온화스럽다	VA	BToWo				458714:458714001	235268:1	productive-duplicate
올곧다	VA	Regular			67994	458876:458876001	29894:1|592750:1|62123:1	regular-control
올려놓다	VV	Regular			62353	463527:463527001	29893:1|31113:1|62122:1|62495:1|69214:1	regular-control
올리닫다	VV	DToL				238940:238940001	429919:1	review
올바르다	VA	ReuDoubleL			22142	459059:459059001	234841:1	promoted
옴씹다	VV	Regular				244244:244244001	234240:1	regular-control
옴켜잡다	VV	Regular				247471:247471001	235291:1	regular-control
옹색스럽다	VA	BToWo				247202:247202001	332643:1|336171:1|592897:1|592898:1	productive-duplicate
옻오르다	VV	ReuDoubleL				243285:243285001	232990:1	review
와닿다	VV	Regular			93642	519090:519090001	1356597:1|1356598:1	regular-control
왁살스럽다	VA	BToWo				463200:463200001	17925:1|49543:1	productive-duplicate
완고스럽다	VA	BToWo				246775:246775001	466908:1	productive-duplicate
완만스럽다	VA	BToWo				242599:242599001	235120:1	productive-duplicate
왈왈스럽다	VA	BToWo				243681:243681001	236396:1	productive-duplicate
왈패스럽다	VA	BToWo				250698:250698001	236631:1	productive-duplicate
왕청스럽다	VA	BToWo				464714:464714001	239633:1	productive-duplicate
왜골스럽다	VA	BToWo				469741:469741001	237509:1	productive-duplicate
왜퉁스럽다	VA	BToWo				247425:247425001	430265:1	productive-duplicate
외긋다	VA	DropS				467421:467421001	239456:1	review
외따롭다	VA	BToWo				242951:242951001	236897:1	productive-duplicate
외람스럽다	VA	BToWo			68144	243805:243805001	237303:1	productive-duplicate
외롭다	VA	BToWo			67854	466964:466964001	430345:1	productive-duplicate
외설스럽다	VA	BToWo			69111	517046:517046001	598610:1	productive-duplicate
외잡스럽다	VA	BToWo				246868:246868001	238411:1	productive-duplicate
요괴롭다	VA	BToWo				245055:245055001	239501:1	productive-duplicate
요괴스럽다	VA	BToWo				244320:244320001	239502:1	productive-duplicate
요기롭다	VA	BToWo				242277:242277001	236494:1	productive-duplicate
요기스럽다	VA	BToWo				467003:467003001	577513:1	productive-duplicate
요란스럽다	VA	BToWo			69268	463817:463817001	18532:1|50084:1	productive-duplicate
요렇다	VA	DropH			68804	469593:469593001	237798:1	promoted
요망스럽다	VA	BToWo			68989	466819:466819001	17946:1|49511:1	productive-duplicate
요변스럽다	VA	BToWo				460080:460080001	541040:1	productive-duplicate
요사스럽다	VA	BToWo			68999	245942:245942001	357337:1	productive-duplicate
요악스럽다	VA	BToWo				470677:470677001	237150:1	productive-duplicate
요행스럽다	VA	BToWo				243004:243004001	357124:1	productive-duplicate
욕스럽다	VA	BToWo				465122:465122001	238710:1	productive-duplicate
욕심스럽다	VA	BToWo				250321:250321001	238910:1	productive-duplicate
용감스럽다	VA	BToWo				253861:253861001	236532:1	productive-duplicate
용렬스럽다	VA	BToWo				247980:247980001	540945:1	productive-duplicate
용맹스럽다	VA	BToWo			69234	249459:249459001	238723:1	productive-duplicate
용솟다	VV	Regular				254552:254552001	18695:1|49324:1	regular-control
용천스럽다	VA	BToWo				254278:254278001	237014:1	productive-duplicate
우그려잡다	VV	Regular				468103:468103001	393483:1	regular-control
우람스럽다	VA	BToWo			68956	248022:248022001	18684:1|49313:1	productive-duplicate
우러르다	VV	Regular	EU_DROP		68965	244795:244795001	18744:1|49374:1	regular-control
우려스럽다	VA	BToWo			70369	250075:250075001	237658:1	productive-duplicate
우세스럽다	VA	BToWo			90250	251266:251266001	19180:1	productive-duplicate
우스꽝스럽다	VA	BToWo			69494	249934:249934001	19364:1|50882:1	productive-duplicate
우습다	VA	BToWo			26643	467923:467923001	241801:1|29973:1|62210:1|69252:1	promoted
우아스럽다	VA	BToWo				468185:468185001	242712:1	productive-duplicate
우악살스럽다	VA	BToWo				252084:252084001	18813:1|50253:1	productive-duplicate
우악스럽다	VA	BToWo			69501	468188:468188001	479835:1|483341:1	productive-duplicate
우애롭다	VA	BToWo			69504	249544:249544001	242911:1	productive-duplicate
우연스럽다	VA	BToWo				249239:249239001	357396:1	productive-duplicate
우자스럽다	VA	BToWo				255283:255283001	241822:1	productive-duplicate
우접다	VV	Regular				251789:251789001	442920:1|446531:1	regular-control
우직스럽다	VA	BToWo			69397	257861:257861001	1699064:1|241162:1	productive-duplicate
우집다	VV	Regular				255111:255111001	18852:1	regular-control
우치스럽다	VA	BToWo				248244:248244001	357577:1	productive-duplicate
욱걷다	VV	DToL				465069:465069001	240943:1	review
욱여넣다	VV	Regular			69020	467399:467399001	467714:1	regular-control
욱지르다	VV	ReuDoubleL				245909:245909001	18539:1	review
운치롭다	VA	BToWo				256687:256687001	243172:1	productive-duplicate
움켜잡다	VV	Regular			71404	247846:247846001	241662:1	regular-control
웃다	VV	Regular			71461	464856:464856001	334088:1|337575:1|357632:1	regular-control
웃비걷다	VV	DToL				251080:251080001	430942:1	review
원만스럽다	VA	BToWo				259864:259864001	516594:1|520094:1|521952:1	productive-duplicate
원망스럽다	VA	BToWo			69870	469212:469212001	240158:1	productive-duplicate
원통스럽다	VA	BToWo					1394900:1	productive-duplicate
위구스럽다	VA	BToWo				258659:258659001	357505:1	productive-duplicate
위엄스럽다	VA	BToWo			69636	253747:253747001	504767:1	productive-duplicate
위용스럽다	VA	BToWo				254952:254952001	244216:1	productive-duplicate
위태롭다	VA	BToWo			69933	469060:469060001	243354:1	productive-duplicate
위풍스럽다	VA	BToWo				255002:255002001	504803:1	productive-duplicate
위해롭다	VA	BToWo					897785:1	productive-duplicate
위험스럽다	VA	BToWo			69915	256713:256713001	244676:1	productive-duplicate
유감스럽다	VA	BToWo			69694	255313:255313001	244012:1	productive-duplicate
유난스럽다	VA	BToWo			72417	254425:254425001	244025:1	productive-duplicate
유다르다	VA	ReuDoubleL				469577:469577001	468107:1	review
유별스럽다	VA	BToWo				259471:259471001	246231:1	productive-duplicate
유착스럽다	VA	BToWo				476146:476146001	243474:1	productive-duplicate
유체스럽다	VA	BToWo				261400:261400001	431092:1	productive-duplicate
유해롭다	VA	BToWo				468245:468245001	468030:1	productive-duplicate
육덕스럽다	VA	BToWo					1090447:1	productive-duplicate
육중스럽다	VA	BToWo				469962:469962001	245894:1	productive-duplicate
으끄지르다	VV	ReuDoubleL				261774:261774001	249649:1	review
으르다	VV	ReuDoubleL			70940	263792:263792001|266528:266528001	248035:1|516713:1	promoted
윽박지르다	VV	ReuDoubleL			90368	267047:267047001	578669:1	promoted
윽벼르다	VV	ReuDoubleL				468496:468496001	247005:1	review
은밀스럽다	VA	BToWo				472890:472890001	431627:1	productive-duplicate
은혜롭다	VA	BToWo			72571	265122:265122001	249888:1	productive-duplicate
을씨년스럽다	VA	BToWo			71543	267365:267365001	30054:1|61598:1	productive-duplicate
음란스럽다	VA	BToWo				517045:517045001	598609:1	productive-duplicate
음산스럽다	VA	BToWo				264856:264856001	394746:1	productive-duplicate
음충스럽다	VA	BToWo				471784:471784001	431565:1	productive-duplicate
음침스럽다	VA	BToWo				262189:262189001	468515:1	productive-duplicate
음탕스럽다	VA	BToWo				262209:262209001	248324:1	productive-duplicate
음흉스럽다	VA	BToWo			71268	256014:256014001	468640:1	productive-duplicate
응받다	VV	Regular				263102:263102001	578783:1	regular-control
응석스럽다	VA	BToWo				263674:263674001	248343:1	productive-duplicate
의롭다	VA	BToWo			71662	260042:260042001	431688:1	productive-duplicate
의문스럽다	VA	BToWo			71410	464990:464990001	247076:1	productive-duplicate
의뭉스럽다	VA	BToWo			71930	470021:470021001	247088:1	productive-duplicate
의사스럽다	VA	BToWo				467714:467714001	248359:1	productive-duplicate
의심스럽다	VA	BToWo			71899	264256:264256001	249568:1	productive-duplicate
의아롭다	VA	BToWo					1370563:1	productive-duplicate
의아스럽다	VA	BToWo			71902	261035:261035001	249765:1	productive-duplicate
의외롭다	VA	BToWo			71923	267839:267839001	247090:1	productive-duplicate
의이스럽다	VA	BToWo				270770:270770001	247740:1	productive-duplicate
의좋다	VA	Regular			71409	472143:472143001	248954:1	regular-control
의초롭다	VA	BToWo				262115:262115001	468626:1	productive-duplicate
이렇다	VA	DropH			71157	471748:471748001	468665:1	core-duplicate
이롭다	VA	BToWo			24822	266828:266828001	516695:1|520073:1	productive-duplicate
이르다	VA	ReuDoubleL			71691	267626:267626001	541918:1	core-duplicate
이르다	VV	ReuDoubleL			24826	473492:473492001	370724:1|374203:1|375037:1|375166:1|394717:1	core-duplicate
이르다	VV	Reo			62642	266791:266791001	20002:1|50356:1	core-duplicate
이르집다	VV	Regular				267628:267628001	479975:1|483352:1|485131:1|485546:1	regular-control
이물스럽다	VA	BToWo			71947	471043:471043001	431431:1	productive-duplicate
이쁘장스럽다	VA	BToWo				267170:267170001	395086:1	productive-duplicate
이상스럽다	VA	BToWo			72000	265401:265401001	505792:1	productive-duplicate
이심스럽다	VA	BToWo				263362:263362001	358656:1	productive-duplicate
이악스럽다	VA	BToWo			76889	261350:261350001	369531:1|372990:1	productive-duplicate
이어받다	VV	Regular			73066	470442:470442001	250537:1	regular-control
이지렁스럽다	VA	BToWo				266644:266644001	250586:1	productive-duplicate
이채롭다	VA	BToWo			72850	264085:264085001	252817:1	productive-duplicate
익살스럽다	VA	BToWo			72940	265311:265311001	252835:1	productive-duplicate
인간답다	VA	BToWo			601298			productive-duplicate
인자롭다	VA	BToWo				265912:265912001	431925:1	productive-duplicate
인자스럽다	VA	BToWo				472088:472088001	431926:1	productive-duplicate
인정받다	VV	Regular			25088	265481:265481001	251890:1	regular-control
인정스럽다	VA	BToWo			72546	265488:265488001	252077:1	productive-duplicate
일서두르다	VV	ReuDoubleL				472212:472212001	254554:1	review
일짓다	VV	DropS				272102:272102001	254580:1	review
일쩝다	VA	BToWo				473190:473190001	254581:1	review
일컫다	VV	DToL			73081	476277:476277001	256450:1|30594:1|62591:1	promoted
임의롭다	VA	BToWo			72651	473489:473489001	20482:1|51525:1	productive-duplicate
입다	VV	Regular			17174	471529:471529001	479928:1|483476:1	regular-control
입바르다	VA	ReuDoubleL			91530			review
입빠르다	VA	ReuDoubleL				472340:472340001	579402:1	review
잇다	VV	DropS			24748	273907:273907001|471374:471374001	255048:1|255050:1|30595:1|62592:1	core-duplicate
잇닫다	VV	DToL				273938:273938001	255056:1	review
잇닿다	VV	Regular				273940:273940001	542792:1	regular-control
잇따르다	VV	Regular	EU_DROP		24751	471460:471460001	369616:1|373048:1	regular-control
자그럽다	VA	BToWo				268995:268995001	253802:1	review
자그맣다	VA	DropH			73916	473161:473161001	20505:1|51606:1	promoted
자깝스럽다	VA	BToWo				270296:270296001	369667:1	productive-duplicate
자냥스럽다	VA	BToWo				273724:273724001	255721:1	productive-duplicate
자닝스럽다	VA	BToWo				274530:274530001	255948:1	productive-duplicate
자라오르다	VV	ReuDoubleL				474236:474236001	332965:1|336362:1	review
자랑스럽다	VA	BToWo			70800	473516:473516001	359182:1	productive-duplicate
자르다	VV	ReuDoubleL			17787	279490:279490001|472098:472098001	254056:1|30792:1|61690:1|69342:1|70560:1	core-duplicate
자발스럽다	VA	BToWo				274391:274391001	579904:1	productive-duplicate
자비롭다	VA	BToWo			73824	474819:474819001	542994:1	productive-duplicate
자비스럽다	VA	BToWo				474822:474822001	257057:1	productive-duplicate
자상스럽다	VA	BToWo				471707:471707001	20473:1|52282:1	productive-duplicate
자애롭다	VA	BToWo			73324	471891:471891001	359334:1	productive-duplicate
자연스럽다	VA	BToWo			69512	472721:472721001	553405:1|556946:1|558562:1	productive-duplicate
자유롭다	VA	BToWo			71198	471736:471736001	543281:1	productive-duplicate
자유스럽다	VA	BToWo			73577	471540:471540001	469422:1	productive-duplicate
자재롭다	VA	BToWo				517265:517265001	598864:1	productive-duplicate
자혜롭다	VA	BToWo			73685	276423:276423001	396003:1	productive-duplicate
작다랗다	VA	DropH				282975:282975001	257140:1	review
잔망스럽다	VA	BToWo				277026:277026001	406234:1|409703:1|411341:1	productive-duplicate
잔밉다	VA	BToWo				277362:277362001	258279:1	review
잔인스럽다	VA	BToWo				278278:278278001	260092:1	productive-duplicate
잔조롭다	VA	BToWo				278857:278857001	256952:1	productive-duplicate
잔지르다	VV	ReuDoubleL				275236:275236001	257381:1	review
잗다랗다	VA	DropH				478640:478640001	406064:1|409643:1|411321:1	review
잗닿다	VA	DropH				273726:273726001	369599:1|373120:1|374761:1	review
